"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass","response"
"652","96","tomate","food","predicate1","rojo",0.99,"color",0.01
"653","96","escritorio","furniture","predicate1","americano",0.99,"nationality",0.01
"654","96","queso","food","predicate1","verde",0.97,"color",0.03
"655","96","manzana","food","predicate1","viejo",0.96,"age",0.04
"656","96","silla","furniture","predicate1","duro",0.04,"texture",0.96
"657","96","zanahoria","food","predicate1","bueno",0.51,"quality",0.49
"658","96","pl&aacute;tano","food","predicate1","americano",0.5,"nationality",0.5
"659","96","manzana","food","predicate1","azul",0.53,"color",0.47
"660","96","televisi&oacute;n ","furniture","predicate1","duro",0.51,"texture",0.49
"661","96","sof&aacute; ","furniture","predicate1","peque&ntilde;o",0.95,"size",0.05
"662","96","silla","furniture","predicate1","redondo",0.73,"shape",0.27
"663","96","tomate","food","predicate1","morado",0.77,"color",0.23
"664","96","manzana","food","predicate1","espa&ntilde;ol",0.53,"nationality",0.47
"665","96","tomate","food","predicate1","mexicano",0.51,"nationality",0.49
"666","96","televisi&oacute;n ","furniture","predicate1","nuevo",0.97,"age",0.03
"667","96","pl&aacute;tano","food","predicate1","malo",0.04,"quality",0.96
"668","96","sof&aacute; ","furniture","predicate1","cuadrado",0.07,"shape",0.93
"669","96","televisi&oacute;n ","furniture","predicate1","mexicano",0.98,"nationality",0.02
"670","96","silla","furniture","predicate1","viejo",0.09,"age",0.91
"671","96","sof&aacute; ","furniture","predicate1","largo",0.1,"size",0.9
"672","96","manzana","food","predicate1","amarillo",0.9,"color",0.1
"673","96","tomate","food","predicate1","rojo",0.82,"color",0.18
"674","96","escritorio","furniture","predicate1","bueno",0.12,"quality",0.88
"675","96","silla","furniture","predicate1","amarillo",0.14,"color",0.86
"676","96","queso","food","predicate1","corto",0.92,"size",0.08
"677","104","ventilador","furniture","predicate1","bueno",0.86,"quality",0.14
"678","104","manzana","food","predicate1","marr&oacute;n",0.83,"color",0.17
"679","104","sof&aacute; ","furniture","predicate1","peque&ntilde;o",0.82,"size",0.18
"680","104","escritorio","furniture","predicate1","mexicano",0.88,"nationality",0.12
"681","104","sof&aacute; ","furniture","predicate1","fresco",0.1,"age",0.9
"682","104","sof&aacute; ","furniture","predicate1","marr&oacute;n",0.2,"color",0.8
"683","104","sof&aacute; ","furniture","predicate1","redondo",0.08,"shape",0.92
"684","104","pl&aacute;tano","food","predicate1","liso",0.12,"texture",0.88
"685","104","silla","furniture","predicate1","peque&ntilde;o",0.04,"size",0.96
"686","104","ventilador","furniture","predicate1","morado",0.12,"color",0.88
"687","104","televisi&oacute;n ","furniture","predicate1","suave",0.1,"texture",0.9
"688","104","escritorio","furniture","predicate1","nuevo",0.87,"age",0.13
"689","104","zanahoria","food","predicate1","liso",0.88,"texture",0.12
"690","104","pl&aacute;tano","food","predicate1","verde",0.9,"color",0.1
"691","104","queso","food","predicate1","malo",0.87,"quality",0.13
"692","104","ventilador","furniture","predicate1","liso",0.92,"texture",0.08
"693","104","zanahoria","food","predicate1","cuadrado",0.09,"shape",0.91
"694","104","silla","furniture","predicate1","azul",0.06,"color",0.94
"695","104","silla","furniture","predicate1","americano",0.16,"nationality",0.84
"696","104","sof&aacute; ","furniture","predicate1","viejo",0.15,"age",0.85
"697","104","silla","furniture","predicate1","espa&ntilde;ol",0.13,"nationality",0.87
"698","104","escritorio","furniture","predicate1","grande",0.09,"size",0.91
"699","104","zanahoria","food","predicate1","mexicano",0.13,"nationality",0.87
"700","104","televisi&oacute;n ","furniture","predicate1","azul",0.1,"color",0.9
"701","104","televisi&oacute;n ","furniture","predicate1","espa&ntilde;ol",0.13,"nationality",0.87
"702","104","televisi&oacute;n ","furniture","predicate1","morado",0.08,"color",0.92
"703","105","sof&aacute; ","furniture","predicate1","malo",0.87,"quality",0.13
"704","105","silla","furniture","predicate1","fresco",0.94,"age",0.0600000000000001
"705","105","pl&aacute;tano","food","predicate1","amarillo",0.84,"color",0.16
"706","105","escritorio","furniture","predicate1","suave",0.03,"texture",0.97
"707","105","escritorio","furniture","predicate1","verde",0.99,"color",0.01
"708","105","tomate","food","predicate1","amarillo",0.98,"color",0.02
"709","105","manzana","food","predicate1","viejo",0.97,"age",0.03
"710","105","manzana","food","predicate1","largo",0.98,"size",0.02
"711","105","silla","furniture","predicate1","nuevo",0.96,"age",0.04
"712","105","televisi&oacute;n ","furniture","predicate1","min&uacute;sculo",0.48,"size",0.52
"713","105","silla","furniture","predicate1","liso",0.04,"texture",0.96
"714","105","zanahoria","food","predicate1","marr&oacute;n",0.01,"color",0.99
"715","105","televisi&oacute;n ","furniture","predicate1","amarillo",0.04,"color",0.96
"716","105","escritorio","furniture","predicate1","nuevo",0.99,"age",0.01
"717","105","zanahoria","food","predicate1","rojo",0.01,"color",0.99
"718","105","silla","furniture","predicate1","marr&oacute;n",0.04,"color",0.96
"719","105","tomate","food","predicate1","americano",0.09,"nationality",0.91
"720","105","manzana","food","predicate1","duro",1,"texture",0
"721","105","manzana","food","predicate1","morado",0.45,"color",0.55
"722","105","escritorio","furniture","predicate1","suave",0.54,"texture",0.46
"723","105","silla","furniture","predicate1","fresco",0.34,"age",0.66
"724","105","tomate","food","predicate1","enorme",0.03,"size",0.97
"725","105","manzana","food","predicate1","amarillo",1,"color",0
"726","105","escritorio","furniture","predicate1","largo",0.02,"size",0.98
"727","105","escritorio","furniture","predicate1","fresco",0.02,"age",0.98
"728","105","tomate","food","predicate1","corto",0.32,"size",0.68
"729","111","sof&aacute; ","furniture","predicate1","morado",0,"color",1
"730","111","silla","furniture","predicate1","mexicano",0,"nationality",1
"731","111","sof&aacute; ","furniture","predicate1","nuevo",1,"age",0
"732","111","silla","furniture","predicate1","largo",0.94,"size",0.0600000000000001
"733","111","queso","food","predicate1","enorme",0.96,"size",0.04
"734","111","zanahoria","food","predicate1","min&uacute;sculo",1,"size",0
"735","111","televisi&oacute;n ","furniture","predicate1","morado",0.97,"color",0.03
"736","111","queso","food","predicate1","cuadrado",0.99,"shape",0.01
"737","111","manzana","food","predicate1","duro",0.98,"texture",0.02
"738","111","ventilador","furniture","predicate1","corto",0.05,"size",0.95
"739","111","manzana","food","predicate1","morado",0.03,"color",0.97
"740","111","silla","furniture","predicate1","verde",0.94,"color",0.0600000000000001
"741","111","manzana","food","predicate1","redondo",0.02,"shape",0.98
"742","111","ventilador","furniture","predicate1","enorme",0.98,"size",0.02
"743","111","manzana","food","predicate1","espa&ntilde;ol",0.98,"nationality",0.02
"744","111","queso","food","predicate1","espa&ntilde;ol",0,"nationality",1
"745","111","queso","food","predicate1","espa&ntilde;ol",0.04,"nationality",0.96
"746","111","manzana","food","predicate1","enorme",0.96,"size",0.04
"747","111","tomate","food","predicate1","fresco",0.94,"age",0.0600000000000001
"748","111","televisi&oacute;n ","furniture","predicate1","azul",0.95,"color",0.05
"749","111","manzana","food","predicate1","fresco",0.04,"age",0.96
"750","111","zanahoria","food","predicate1","nuevo",0.02,"age",0.98
"751","111","pl&aacute;tano","food","predicate1","peque&ntilde;o",0.98,"size",0.02
"752","111","zanahoria","food","predicate1","malo",0.94,"quality",0.0600000000000001
"753","111","ventilador","furniture","predicate1","redondo",0.94,"shape",0.0600000000000001
"754","111","pl&aacute;tano","food","predicate1","liso",0.97,"texture",0.03
"755","114","sof&aacute; ","furniture","predicate1","nuevo",1,"age",0
"756","114","escritorio","furniture","predicate1","peque&ntilde;o",1,"size",0
"757","114","ventilador","furniture","predicate1","fresco",1,"age",0
"758","114","queso","food","predicate1","verde",1,"color",0
"759","114","sof&aacute; ","furniture","predicate1","largo",1,"size",0
"760","114","televisi&oacute;n ","furniture","predicate1","cuadrado",1,"shape",0
"761","114","televisi&oacute;n ","furniture","predicate1","verde",0,"color",1
"762","114","silla","furniture","predicate1","verde",0,"color",1
"763","114","escritorio","furniture","predicate1","redondo",0.37,"shape",0.63
"764","114","zanahoria","food","predicate1","liso",0.5,"texture",0.5
"765","114","ventilador","furniture","predicate1","suave",0.51,"texture",0.49
"766","114","zanahoria","food","predicate1","fresco",0.78,"age",0.22
"767","114","sof&aacute; ","furniture","predicate1","podrido",0.59,"age",0.41
"768","114","sof&aacute; ","furniture","predicate1","morado",0.41,"color",0.59
"769","114","ventilador","furniture","predicate1","min&uacute;sculo",0.53,"size",0.47
"770","114","pl&aacute;tano","food","predicate1","fresco",0.73,"age",0.27
"771","114","tomate","food","predicate1","nuevo",0.23,"age",0.77
"772","114","escritorio","furniture","predicate1","min&uacute;sculo",0.22,"size",0.78
"773","114","queso","food","predicate1","redondo",0.26,"shape",0.74
"774","114","televisi&oacute;n ","furniture","predicate1","grande",0.65,"size",0.35
"775","114","escritorio","furniture","predicate1","duro",1,"texture",0
"776","114","manzana","food","predicate1","rojo",1,"color",0
"777","114","manzana","food","predicate1","cuadrado",0.99,"shape",0.01
"778","114","televisi&oacute;n ","furniture","predicate1","malo",0.68,"quality",0.32
"779","114","sof&aacute; ","furniture","predicate1","cuadrado",0.33,"shape",0.67
"780","114","manzana","food","predicate1","verde",0.19,"color",0.81
"781","122","queso","food","predicate1","peque&ntilde;o",0.52,"size",0.48
"782","122","queso","food","predicate1","peque&ntilde;o",0.33,"size",0.67
"783","122","zanahoria","food","predicate1","azul",0.52,"color",0.48
"784","122","ventilador","furniture","predicate1","espa&ntilde;ol",0.47,"nationality",0.53
"785","122","manzana","food","predicate1","cuadrado",0.02,"shape",0.98
"786","122","queso","food","predicate1","cuadrado",0.44,"shape",0.56
"787","122","sof&aacute; ","furniture","predicate1","malo",0.42,"quality",0.58
"788","122","manzana","food","predicate1","peque&ntilde;o",0.43,"size",0.57
"789","122","ventilador","furniture","predicate1","azul",0.62,"color",0.38
"790","122","queso","food","predicate1","peque&ntilde;o",0.5,"size",0.5
"791","122","escritorio","furniture","predicate1","verde",0.5,"color",0.5
"792","122","sof&aacute; ","furniture","predicate1","americano",0.5,"nationality",0.5
"793","122","queso","food","predicate1","azul",0.48,"color",0.52
"794","122","zanahoria","food","predicate1","duro",1,"texture",0
"795","122","sof&aacute; ","furniture","predicate1","suave",1,"texture",0
"796","122","queso","food","predicate1","bueno",0.61,"quality",0.39
"797","122","tomate","food","predicate1","amarillo",0.44,"color",0.56
"798","122","pl&aacute;tano","food","predicate1","liso",0.97,"texture",0.03
"799","122","sof&aacute; ","furniture","predicate1","americano",0.5,"nationality",0.5
"800","122","queso","food","predicate1","podrido",0.09,"age",0.91
"801","122","televisi&oacute;n ","furniture","predicate1","azul",0.64,"color",0.36
"802","122","pl&aacute;tano","food","predicate1","nuevo",0.5,"age",0.5
"803","122","pl&aacute;tano","food","predicate1","corto",0.96,"size",0.04
"804","122","pl&aacute;tano","food","predicate1","mexicano",0.33,"nationality",0.67
"805","122","silla","furniture","predicate1","amarillo",0.55,"color",0.45
"806","122","queso","food","predicate1","redondo",0.36,"shape",0.64
"807","123","zanahoria","food","predicate1","rojo",0.02,"color",0.98
"808","123","manzana","food","predicate1","bueno",1,"quality",0
"809","123","silla","furniture","predicate1","corto",1,"size",0
"810","123","sof&aacute; ","furniture","predicate1","viejo",1,"age",0
"811","123","queso","food","predicate1","fresco",0,"age",1
"812","123","queso","food","predicate1","podrido",0,"age",1
"813","123","pl&aacute;tano","food","predicate1","viejo",1,"age",0
"814","123","zanahoria","food","predicate1","viejo",1,"age",0
"815","123","televisi&oacute;n ","furniture","predicate1","americano",1,"nationality",0
"816","123","manzana","food","predicate1","peque&ntilde;o",1,"size",0
"817","123","pl&aacute;tano","food","predicate1","viejo",1,"age",0
"818","123","televisi&oacute;n ","furniture","predicate1","fresco",0,"age",1
"819","123","silla","furniture","predicate1","bueno",1,"quality",0
"820","123","zanahoria","food","predicate1","bueno",0,"quality",1
"821","123","manzana","food","predicate1","morado",0,"color",1
"822","123","tomate","food","predicate1","morado",1,"color",0
"823","123","escritorio","furniture","predicate1","suave",1,"texture",0
"824","123","zanahoria","food","predicate1","verde",1,"color",0
"825","123","televisi&oacute;n ","furniture","predicate1","morado",0,"color",1
"826","123","zanahoria","food","predicate1","espa&ntilde;ol",0,"nationality",1
"827","123","manzana","food","predicate1","verde",0,"color",1
"828","123","sof&aacute; ","furniture","predicate1","peque&ntilde;o",1,"size",0
"829","123","ventilador","furniture","predicate1","malo",0,"quality",1
"830","123","pl&aacute;tano","food","predicate1","fresco",0.02,"age",0.98
"831","123","zanahoria","food","predicate1","cuadrado",0,"shape",1
"832","123","zanahoria","food","predicate1","redondo",1,"shape",0
"833","130","sof&aacute; ","furniture","predicate1","bueno",0,"quality",1
"834","130","manzana","food","predicate1","corto",0.51,"size",0.49
"835","130","tomate","food","predicate1","redondo",1,"shape",0
"836","130","manzana","food","predicate1","bueno",0.48,"quality",0.52
"837","130","manzana","food","predicate1","podrido",0,"age",1
"838","130","queso","food","predicate1","duro",1,"texture",0
"839","130","silla","furniture","predicate1","duro",0,"texture",1
"840","130","televisi&oacute;n ","furniture","predicate1","fresco",1,"age",0
"841","130","tomate","food","predicate1","suave",1,"texture",0
"842","130","zanahoria","food","predicate1","suave",1,"texture",0
"843","130","sof&aacute; ","furniture","predicate1","bueno",1,"quality",0
"844","130","pl&aacute;tano","food","predicate1","redondo",0,"shape",1
"845","130","televisi&oacute;n ","furniture","predicate1","marr&oacute;n",1,"color",0
"846","130","queso","food","predicate1","americano",1,"nationality",0
"847","130","tomate","food","predicate1","morado",1,"color",0
"848","130","zanahoria","food","predicate1","fresco",1,"age",0
"849","130","queso","food","predicate1","corto",0,"size",1
"850","130","pl&aacute;tano","food","predicate1","rojo",1,"color",0
"851","130","escritorio","furniture","predicate1","americano",1,"nationality",0
"852","130","televisi&oacute;n ","furniture","predicate1","bueno",1,"quality",0
"853","130","zanahoria","food","predicate1","americano",1,"nationality",0
"854","130","silla","furniture","predicate1","mexicano",1,"nationality",0
"855","130","sof&aacute; ","furniture","predicate1","marr&oacute;n",1,"color",0
"856","130","silla","furniture","predicate1","americano",1,"nationality",0
"857","130","tomate","food","predicate1","grande",1,"size",0
"858","130","escritorio","furniture","predicate1","rojo",0,"color",1
"859","131","queso","food","predicate1","viejo",0.75,"age",0.25
"860","131","televisi&oacute;n ","furniture","predicate1","azul",0.68,"color",0.32
"861","131","zanahoria","food","predicate1","liso",0.73,"texture",0.27
"862","131","zanahoria","food","predicate1","liso",0.13,"texture",0.87
"863","131","queso","food","predicate1","mexicano",0.83,"nationality",0.17
"864","131","queso","food","predicate1","grande",0.1,"size",0.9
"865","131","escritorio","furniture","predicate1","fresco",0.81,"age",0.19
"866","131","manzana","food","predicate1","rojo",0.82,"color",0.18
"867","131","silla","furniture","predicate1","corto",0.15,"size",0.85
"868","131","ventilador","furniture","predicate1","cuadrado",0.14,"shape",0.86
"869","131","ventilador","furniture","predicate1","marr&oacute;n",0.11,"color",0.89
"870","131","queso","food","predicate1","malo",0.1,"quality",0.9
"871","131","televisi&oacute;n ","furniture","predicate1","nuevo",0.12,"age",0.88
"872","131","ventilador","furniture","predicate1","largo",0.12,"size",0.88
"873","131","zanahoria","food","predicate1","nuevo",0.91,"age",0.09
"874","131","escritorio","furniture","predicate1","nuevo",0.13,"age",0.87
"875","131","ventilador","furniture","predicate1","malo",0.14,"quality",0.86
"876","131","pl&aacute;tano","food","predicate1","grande",0.82,"size",0.18
"877","131","ventilador","furniture","predicate1","grande",0.14,"size",0.86
"878","131","escritorio","furniture","predicate1","viejo",0.14,"age",0.86
"879","131","silla","furniture","predicate1","mexicano",0.82,"nationality",0.18
"880","131","tomate","food","predicate1","bueno",0.16,"quality",0.84
"881","131","queso","food","predicate1","rojo",0.16,"color",0.84
"882","131","tomate","food","predicate1","morado",0.14,"color",0.86
"883","131","televisi&oacute;n ","furniture","predicate1","malo",0.16,"quality",0.84
"884","131","televisi&oacute;n ","furniture","predicate1","fresco",0.15,"age",0.85
"885","133","televisi&oacute;n ","furniture","predicate1","min&uacute;sculo",0,"size",1
"886","133","tomate","food","predicate1","suave",0,"texture",1
"887","133","manzana","food","predicate1","redondo",1,"shape",0
"888","133","zanahoria","food","predicate1","malo",0,"quality",1
"889","133","sof&aacute; ","furniture","predicate1","podrido",0,"age",1
"890","133","silla","furniture","predicate1","azul",1,"color",0
"891","133","zanahoria","food","predicate1","marr&oacute;n",1,"color",0
"892","133","televisi&oacute;n ","furniture","predicate1","duro",1,"texture",0
"893","133","escritorio","furniture","predicate1","amarillo",0,"color",1
"894","133","silla","furniture","predicate1","azul",0,"color",1
"895","133","tomate","food","predicate1","verde",0,"color",1
"896","133","manzana","food","predicate1","liso",0,"texture",1
"897","133","manzana","food","predicate1","cuadrado",1,"shape",0
"898","133","tomate","food","predicate1","cuadrado",1,"shape",0
"899","133","tomate","food","predicate1","podrido",0,"age",1
"900","133","pl&aacute;tano","food","predicate1","marr&oacute;n",0,"color",1
"901","133","ventilador","furniture","predicate1","liso",0,"texture",1
"902","133","silla","furniture","predicate1","americano",0,"nationality",1
"903","133","televisi&oacute;n ","furniture","predicate1","largo",0,"size",1
"904","133","tomate","food","predicate1","verde",0,"color",1
"905","133","ventilador","furniture","predicate1","viejo",0,"age",1
"906","133","pl&aacute;tano","food","predicate1","min&uacute;sculo",0,"size",1
"907","133","pl&aacute;tano","food","predicate1","duro",1,"texture",0
"908","133","sof&aacute; ","furniture","predicate1","malo",0,"quality",1
"909","133","manzana","food","predicate1","azul",0,"color",1
"910","133","ventilador","furniture","predicate1","duro",0,"texture",1
"911","138","manzana","food","predicate1","duro",0,"texture",1
"912","138","manzana","food","predicate1","malo",0,"quality",1
"913","138","queso","food","predicate1","liso",0,"texture",1
"914","138","sof&aacute; ","furniture","predicate1","min&uacute;sculo",0,"size",1
"915","138","pl&aacute;tano","food","predicate1","nuevo",0,"age",1
"916","138","zanahoria","food","predicate1","azul",0,"color",1
"917","138","queso","food","predicate1","americano",0,"nationality",1
"918","138","pl&aacute;tano","food","predicate1","liso",0,"texture",1
"919","138","sof&aacute; ","furniture","predicate1","liso",0,"texture",1
"920","138","zanahoria","food","predicate1","suave",0.99,"texture",0.01
"921","138","televisi&oacute;n ","furniture","predicate1","peque&ntilde;o",1,"size",0
"922","138","sof&aacute; ","furniture","predicate1","morado",0.02,"color",0.98
"923","138","ventilador","furniture","predicate1","largo",0,"size",1
"924","138","ventilador","furniture","predicate1","liso",0.03,"texture",0.97
"925","138","silla","furniture","predicate1","bueno",0,"quality",1
"926","138","ventilador","furniture","predicate1","fresco",0.96,"age",0.04
"927","138","televisi&oacute;n ","furniture","predicate1","espa&ntilde;ol",1,"nationality",0
"928","138","escritorio","furniture","predicate1","mexicano",1,"nationality",0
"929","138","sof&aacute; ","furniture","predicate1","duro",1,"texture",0
"930","138","manzana","food","predicate1","mexicano",1,"nationality",0
"931","138","televisi&oacute;n ","furniture","predicate1","verde",0.01,"color",0.99
"932","138","televisi&oacute;n ","furniture","predicate1","americano",1,"nationality",0
"933","138","tomate","food","predicate1","espa&ntilde;ol",0,"nationality",1
"934","138","silla","furniture","predicate1","mexicano",0,"nationality",1
"935","138","silla","furniture","predicate1","malo",0.96,"quality",0.04
"936","138","zanahoria","food","predicate1","grande",1,"size",0
"937","144","sof&aacute; ","furniture","predicate1","enorme",0,"size",1
"938","144","pl&aacute;tano","food","predicate1","cuadrado",0.5,"shape",0.5
"939","144","silla","furniture","predicate1","amarillo",0.02,"color",0.98
"940","144","tomate","food","predicate1","malo",0.21,"quality",0.79
"941","144","pl&aacute;tano","food","predicate1","duro",0.53,"texture",0.47
"942","144","pl&aacute;tano","food","predicate1","marr&oacute;n",0.97,"color",0.03
"943","144","escritorio","furniture","predicate1","nuevo",0,"age",1
"944","144","zanahoria","food","predicate1","mexicano",0.77,"nationality",0.23
"945","144","televisi&oacute;n ","furniture","predicate1","fresco",0.53,"age",0.47
"946","144","zanahoria","food","predicate1","duro",0.18,"texture",0.82
"947","144","zanahoria","food","predicate1","enorme",0.76,"size",0.24
"948","144","tomate","food","predicate1","viejo",0.17,"age",0.83
"949","144","queso","food","predicate1","peque&ntilde;o",0.83,"size",0.17
"950","144","pl&aacute;tano","food","predicate1","morado",0.14,"color",0.86
"951","144","ventilador","furniture","predicate1","grande",0.14,"size",0.86
"952","144","zanahoria","food","predicate1","bueno",0.18,"quality",0.82
"953","144","escritorio","furniture","predicate1","enorme",0.14,"size",0.86
"954","144","queso","food","predicate1","redondo",0.15,"shape",0.85
"955","144","televisi&oacute;n ","furniture","predicate1","nuevo",0.15,"age",0.85
"956","144","escritorio","furniture","predicate1","morado",0.15,"color",0.85
"957","144","escritorio","furniture","predicate1","corto",0.14,"size",0.86
"958","144","ventilador","furniture","predicate1","azul",0.77,"color",0.23
"959","144","televisi&oacute;n ","furniture","predicate1","nuevo",0.14,"age",0.86
"960","144","manzana","food","predicate1","min&uacute;sculo",0.21,"size",0.79
"961","144","silla","furniture","predicate1","corto",0.84,"size",0.16
"962","144","silla","furniture","predicate1","grande",0.19,"size",0.81
"963","146","zanahoria","food","predicate1","liso",0.49,"texture",0.51
"964","146","silla","furniture","predicate1","podrido",0.96,"age",0.04
"965","146","silla","furniture","predicate1","malo",0.01,"quality",0.99
"966","146","queso","food","predicate1","podrido",0.97,"age",0.03
"967","146","queso","food","predicate1","americano",0,"nationality",1
"968","146","escritorio","furniture","predicate1","bueno",0.04,"quality",0.96
"969","146","escritorio","furniture","predicate1","verde",0.04,"color",0.96
"970","146","escritorio","furniture","predicate1","largo",0.95,"size",0.05
"971","146","tomate","food","predicate1","americano",0.94,"nationality",0.0600000000000001
"972","146","queso","food","predicate1","duro",0.98,"texture",0.02
"973","146","sof&aacute; ","furniture","predicate1","cuadrado",0.96,"shape",0.04
"974","146","tomate","food","predicate1","peque&ntilde;o",0.02,"size",0.98
"975","146","televisi&oacute;n ","furniture","predicate1","marr&oacute;n",0.96,"color",0.04
"976","146","ventilador","furniture","predicate1","espa&ntilde;ol",0,"nationality",1
"977","146","ventilador","furniture","predicate1","espa&ntilde;ol",0,"nationality",1
"978","146","tomate","food","predicate1","enorme",0.98,"size",0.02
"979","146","pl&aacute;tano","food","predicate1","fresco",0.03,"age",0.97
"980","146","televisi&oacute;n ","furniture","predicate1","min&uacute;sculo",0.03,"size",0.97
"981","146","sof&aacute; ","furniture","predicate1","enorme",0.96,"size",0.04
"982","146","ventilador","furniture","predicate1","largo",0.04,"size",0.96
"983","146","zanahoria","food","predicate1","podrido",0.01,"age",0.99
"984","146","televisi&oacute;n ","furniture","predicate1","amarillo",0.97,"color",0.03
"985","146","televisi&oacute;n ","furniture","predicate1","verde",0.98,"color",0.02
"986","146","zanahoria","food","predicate1","espa&ntilde;ol",0.03,"nationality",0.97
"987","146","manzana","food","predicate1","americano",0.99,"nationality",0.01
"988","146","televisi&oacute;n ","furniture","predicate1","largo",0,"size",1
"989","153","pl&aacute;tano","food","predicate1","marr&oacute;n",0.09,"color",0.91
"990","153","queso","food","predicate1","rojo",0,"color",1
"991","153","zanahoria","food","predicate1","espa&ntilde;ol",0,"nationality",1
"992","153","sof&aacute; ","furniture","predicate1","enorme",1,"size",0
"993","153","tomate","food","predicate1","cuadrado",1,"shape",0
"994","153","tomate","food","predicate1","mexicano",0,"nationality",1
"995","153","silla","furniture","predicate1","espa&ntilde;ol",0,"nationality",1
"996","153","tomate","food","predicate1","min&uacute;sculo",1,"size",0
"997","153","escritorio","furniture","predicate1","nuevo",0,"age",1
"998","153","silla","furniture","predicate1","corto",0.36,"size",0.64
"999","153","queso","food","predicate1","viejo",1,"age",0
"1000","153","silla","furniture","predicate1","fresco",0.59,"age",0.41
"1001","153","escritorio","furniture","predicate1","americano",0.96,"nationality",0.04
"1002","153","televisi&oacute;n ","furniture","predicate1","podrido",1,"age",0
"1003","153","tomate","food","predicate1","fresco",0,"age",1
"1004","153","queso","food","predicate1","nuevo",0,"age",1
"1005","153","pl&aacute;tano","food","predicate1","duro",1,"texture",0
"1006","153","tomate","food","predicate1","morado",1,"color",0
"1007","153","manzana","food","predicate1","espa&ntilde;ol",1,"nationality",0
"1008","153","silla","furniture","predicate1","enorme",0,"size",1
"1009","153","zanahoria","food","predicate1","fresco",0,"age",1
"1010","153","queso","food","predicate1","nuevo",0,"age",1
"1011","153","escritorio","furniture","predicate1","malo",0,"quality",1
"1012","153","ventilador","furniture","predicate1","mexicano",0,"nationality",1
"1013","153","televisi&oacute;n ","furniture","predicate1","bueno",1,"quality",0
"1014","153","silla","furniture","predicate1","marr&oacute;n",0,"color",1
"1015","156","ventilador","furniture","predicate1","suave",1,"texture",0
"1016","156","zanahoria","food","predicate1","grande",1,"size",0
"1017","156","manzana","food","predicate1","espa&ntilde;ol",0,"nationality",1
"1018","156","silla","furniture","predicate1","liso",1,"texture",0
"1019","156","zanahoria","food","predicate1","nuevo",1,"age",0
"1020","156","queso","food","predicate1","liso",1,"texture",0
"1021","156","ventilador","furniture","predicate1","malo",1,"quality",0
"1022","156","pl&aacute;tano","food","predicate1","mexicano",0,"nationality",1
"1023","156","ventilador","furniture","predicate1","enorme",1,"size",0
"1024","156","queso","food","predicate1","corto",1,"size",0
"1025","156","queso","food","predicate1","azul",1,"color",0
"1026","156","tomate","food","predicate1","viejo",1,"age",0
"1027","156","ventilador","furniture","predicate1","fresco",1,"age",0
"1028","156","sof&aacute; ","furniture","predicate1","cuadrado",0,"shape",1
"1029","156","queso","food","predicate1","viejo",1,"age",0
"1030","156","silla","furniture","predicate1","peque&ntilde;o",0,"size",1
"1031","156","sof&aacute; ","furniture","predicate1","cuadrado",1,"shape",0
"1032","156","pl&aacute;tano","food","predicate1","corto",0,"size",1
"1033","156","zanahoria","food","predicate1","marr&oacute;n",0,"color",1
"1034","156","pl&aacute;tano","food","predicate1","bueno",1,"quality",0
"1035","156","sof&aacute; ","furniture","predicate1","rojo",1,"color",0
"1036","156","pl&aacute;tano","food","predicate1","enorme",1,"size",0
"1037","156","escritorio","furniture","predicate1","espa&ntilde;ol",0,"nationality",1
"1038","156","televisi&oacute;n ","furniture","predicate1","azul",0,"color",1
"1039","156","escritorio","furniture","predicate1","viejo",0,"age",1
"1040","156","manzana","food","predicate1","malo",0,"quality",1
"1041","159","silla","furniture","predicate1","espa&ntilde;ol",0.22,"nationality",0.78
"1042","159","ventilador","furniture","predicate1","duro",0.75,"texture",0.25
"1043","159","televisi&oacute;n ","furniture","predicate1","azul",0.78,"color",0.22
"1044","159","pl&aacute;tano","food","predicate1","morado",0.77,"color",0.23
"1045","159","sof&aacute; ","furniture","predicate1","espa&ntilde;ol",0.83,"nationality",0.17
"1046","159","silla","furniture","predicate1","enorme",0.85,"size",0.15
"1047","159","televisi&oacute;n ","furniture","predicate1","espa&ntilde;ol",0.83,"nationality",0.17
"1048","159","televisi&oacute;n ","furniture","predicate1","min&uacute;sculo",0.15,"size",0.85
"1049","159","televisi&oacute;n ","furniture","predicate1","fresco",0.62,"age",0.38
"1050","159","tomate","food","predicate1","bueno",0.85,"quality",0.15
"1051","159","silla","furniture","predicate1","peque&ntilde;o",0.87,"size",0.13
"1052","159","queso","food","predicate1","verde",0.89,"color",0.11
"1053","159","pl&aacute;tano","food","predicate1","fresco",0.13,"age",0.87
"1054","159","queso","food","predicate1","malo",0.25,"quality",0.75
"1055","159","tomate","food","predicate1","espa&ntilde;ol",0.82,"nationality",0.18
"1056","159","manzana","food","predicate1","grande",0.17,"size",0.83
"1057","159","ventilador","furniture","predicate1","corto",0.77,"size",0.23
"1058","159","manzana","food","predicate1","min&uacute;sculo",0.22,"size",0.78
"1059","159","pl&aacute;tano","food","predicate1","corto",0.11,"size",0.89
"1060","159","ventilador","furniture","predicate1","corto",0.08,"size",0.92
"1061","159","silla","furniture","predicate1","mexicano",0.9,"nationality",0.1
"1062","159","ventilador","furniture","predicate1","espa&ntilde;ol",0.07,"nationality",0.93
